platform,review,rating,tanggal,sentiment,review_clean,aspect_index,aspek
AdaKami,"ga pernah telat bayar, telfon nya kyak nelfon maling, sehari sampe 12x. beres yg skrg bakal saya uninstall",3,2026-04-21 6:20:28,Negatif,tidak pernah lambat bayar telfon telpon maling hari x beres sekarang uninstall,2,Penolakan Pengajuan & Batas Limit
AdaKami,ga ribet tapi bunganya masih gede banget . bedanya puluhan ribu,1,2026-05-27 4:48:31,Negatif,tidak ribet bunga gede beda puluh ribu,2,Penolakan Pengajuan & Batas Limit
AdaKami,"ga sesuai dengan iklan yang ad,niat nyoba 1x, ambil 300.000rb dengan cicilan 80rb sekian ketika sudah mengajukan berubah jadi 88rb sekian untuk pembayaran perbulan mengecewakan untuk sekali ini ajaa kita pinjam seterusnya tidak terimakasih!!!!!",1,2026-05-19 3:13:23,Negatif,tidak sesuai iklan niat coba x ambil ribu cicil ribu sekian aju ubah ribu sekian bayar bulan kecewa sekali pinjam tidak terima,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,gagal terus minjam padahal ada limit,1,2026-06-07 16:16:51,Negatif,gagal pinjam padahal batas pinjam,2,Penolakan Pengajuan & Batas Limit
AdaKami,gajelas giliran nagih tlpn terusterusan pas gw nanya gara gara gajian nya mundur diem ga jelas nih apk udh mah mau ngambil kepotonh 10 rb mending apk lain,1,2026-06-02 10:43:39,Negatif,tidak jelas gilir tagih telepon terusterusan tanya gara gara gaji mundur diam tidak jelas ambil kepotonh ribu mending,2,Penolakan Pengajuan & Batas Limit
AdaKami,gak ada limit trus kata nya lunasin pinjam an pinjam apa coba daftar aja belum jangan fitnh pinjm kalu g ngsih ya udh janhan bilang lunasin mau nanya lunasin apa aneh bngt,1,2026-06-05 14:33:01,Negatif,tidak batas pinjam lunasin pinjam an pinjam apa coba daftar belum jangan fitnh pinjm tidak ngsih janhan lunasin tanya lunasin apa aneh,2,Penolakan Pengajuan & Batas Limit
AdaKami,gak jelas aplikasi nya sesuai informasi anda.saat ini belum ada produk pinjaman yang cocok untuk anda katanya ya udh tolong hapus semua data pribadi saya jika ada tagihan atas nama saya saya gak mau bayar dan gak mau tanggung jawab mulai hari ini juga saya akan uninstall aplikasi nya terimakasih,1,2026-04-24 14:50:15,Negatif,tidak jelas sesuai informasi belum produk pinjam cocok hapus semua data pribadi tagih atas nama tidak bayar tidak tanggung jawab mulai hari uninstall terima,1,Keamanan Data & Permasalahan Akun
AdaKami,"GAK JELAS SAYA AJA GA DI ACC MASA TIBA"" ADA TAGIHAN",1,2026-04-15 4:04:06,Negatif,tidak jelas tidak tuju masa tiba tagih,2,Penolakan Pengajuan & Batas Limit
AdaKami,"Gak jls, udh di upload kartu kredit, kartu keluaega dan slip gaji masa gagal. JANGAN JANGAN CUMA NGMABIL NO NIK KELUARGA GUA NIH SI TOLOL awas ajj klo sampe ambil data NIK keluaega gua !!!!",1,2026-04-02 10:21:02,Negatif,tidak jelas unggah kartu kredit kartu keluaega slip gaji masa gagal jangan jangan ngmabil no nik keluarga tolol awas ambil data nik keluaega,1,Keamanan Data & Permasalahan Akun
AdaKami,"Gak nyangka sih, dari yang awalnya bingung banget harus cari dana kemana, akhirnya bisa kebantu sama AdaKami. Prosesnya cepat dan gak bertele-tele, jadi gak nambah stres gitu..",5,2026-05-01 3:14:38,Positif,tidak sangka awal bingung cari dana mana akhir bantu sama proses cepat tidak tele telepon tidak tambah stres,0,Kecepatan Pencairan & Kemudahan
AdaKami,"Gak nyangka sih, kirain bakal ribet 😆 Ternyata gampang banget daftarnya. Limit lumayan dan langsung cair. Ngebantu banget pas lagi butuh!",5,2026-05-13 2:06:40,Positif,tidak sangka kira ribet nyata gampang daftar batas pinjam lumayan langsung cair bantu butuh,0,Kecepatan Pencairan & Kemudahan
AdaKami,gak pernah acc padahal limit ada 330 ribu,1,2026-06-01 12:53:40,Negatif,tidak pernah tuju padahal batas pinjam ribu,2,Penolakan Pengajuan & Batas Limit
AdaKami,gak pernah d peroses..buang buang waktu ajh,1,2026-05-03 7:38:55,Negatif,tidak pernah peroses buang buang waktu,2,Penolakan Pengajuan & Batas Limit
AdaKami,gak pernah dikasih limit dari awal daftar sampai skrg.,1,2026-05-09 6:34:10,Negatif,tidak pernah batas pinjam awal daftar sekarang,2,Penolakan Pengajuan & Batas Limit
AdaKami,"gak pernah telat bayar, dipinjam lagi malah ditolak apk aneh",1,2026-04-23 14:06:15,Negatif,tidak pernah lambat bayar pinjam malah tolak aneh,2,Penolakan Pengajuan & Batas Limit
AdaKami,gak recomended..udh gw hapus apknya..,1,2026-04-13 6:01:46,Negatif,tidak recomended hapus apknya,2,Penolakan Pengajuan & Batas Limit
AdaKami,"Gak rekomended, biaya layanan (potongan) lebih besar dari bunganya. Oiya satu lagi, telat byar angsuran baru 1 hari penagih ada kami tuh spam panggilan, kata2 di WA lumayan bikin emosi.. Tolong admin bagian penagihan di perhatikan jngn spam panggilan / teroran2 biar niat baik nasabah gak berubah",1,2026-01-26 4:24:14,Negatif,tidak rekomended biaya layan potong lebih besar bunga iya satu lambat byar angsur baru hari tagih spam panggil wa lumayan bikin emosi administrasi tagih perhati jangan spam panggil teror biar niat baik nasabah tidak ubah,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,gak sesuai dengan yg di tawarkan hati2 dengan aplikasi ini. cukup sy aj yg kena penawaran 8jt angsuran perbulan 1.620.000 selama 6 bln begitu sy klik dan berhasil di tf 7.970 000 begitu ad tagihan ternyata perbulan 2.090.000 yg harus di bayar selama 6 bln,1,2026-02-06 1:17:14,Negatif,tidak sesuai tawar hati cukup kena tawar juta angsur bulan lama bulan klik hasil transfer tagih nyata bulan bayar lama bulan,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,gak sia2 saya minjam uang di adakami.dapat bonus uang lagi.... dari adakita.ne real bukan hoax.makasih byk diberikan bonus uang-a adakami.maju dan sukses terus adakami 😘😘😘😘. makasih adakami atas pinjaman uang-a wlu gak banyak,5,2026-04-06 1:50:27,Positif,tidak kamu pinjam uang bonus uang adakita real bukan hoaks terima banyak beri bonus uang a maju sukses terima atas pinjam uang a wlu tidak banyak,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,gak usah minjam disini percumah .bakal di tolak terus ...ini aplikasi cumak mau ambil data kalian ..,5,2026-05-18 19:17:38,Negatif,tidak usah pinjam sini percumah tolak cumak ambil data kalian,2,Penolakan Pengajuan & Batas Limit
AdaKami,Gak usah pakai pinjaman ini. karena DC nya gak sabaran. males,1,2026-06-04 11:08:46,Negatif,tidak usah pinjam debt collector tidak sabar malas,1,Keamanan Data & Permasalahan Akun
AdaKami,gampang banget pengajuan nya mantap,5,2026-05-13 7:25:12,Positif,gampang aju mantap,0,Kecepatan Pencairan & Kemudahan
AdaKami,gampang cair ga ada potongan sangat membantu,5,2026-05-05 17:29:59,Positif,gampang cair tidak potong bantu,0,Kecepatan Pencairan & Kemudahan
AdaKami,"Gampang dah dipakenya , cairnya juga cepet ! Ini mau pinjam untuk ketiga kalinya semoga lolos lagi . Makasih AdaKami !",5,2026-05-19 15:36:10,Positif,gampang cair cepat pinjam tiga kali moga lolos terima,0,Kecepatan Pencairan & Kemudahan
AdaKami,gampang dan mudah dalam pengajuan pinjaman,5,2026-05-17 3:49:48,Positif,gampang mudah aju pinjam,0,Kecepatan Pencairan & Kemudahan
AdaKami,ganggu banget iklan lu aplikasi sialan !!!,1,2026-04-22 4:48:50,Negatif,ganggu iklan kamu sial,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"ganggu bgt h-7 udh di tlp tlp ga kaya yg lain h-3 atau h-2 baru di tlp. baru telat 1 hari udh dikasi ke kolektor lapangan, ga ramah bgt lagi cara ngelayani nya. sama apk lain mending apk lain deh daripada disini. awal peminjaman tertulis ada diskon atau dpt voucher yg buat cicilan lebih murah tp waktu udah cair malah jadi cicilan normal tanpa voucher, padahal diawal jelas gunain voucher kok tbtb ilang tuh. tolong dong ni apk jangan nipu! saya niat bayar kok ga niat kabur tp malah ditipu ma cs ny",1,2026-03-29 18:22:27,Negatif,ganggu h telepon telepon tidak h h baru telepon baru lambat hari kolektor lapang tidak ramah cara ngelayani sama mending sini awal pinjam tulis diskon kupon cicil lebih murah waktu cair malah cicil normal kupon padahal awal jelas kupon tiba tiba hilang jangan tipu niat bayar tidak niat kabur malah tipu sama customer service,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"ganggu bnget iklan dimana2, pencairan susahhhhhhhhh",1,2026-06-06 7:24:29,Negatif,ganggu iklan mana cair susahhhhhhhhh,1,Keamanan Data & Permasalahan Akun
AdaKami,gaperna di ACC payah . . padahal saya baru mau mencoba pinjem online begini...,1,2026-06-04 15:52:01,Negatif,gaperna tuju payah padahal baru coba pinjam online begini,2,Penolakan Pengajuan & Batas Limit
AdaKami,gapernah telat bayar tapi pas mau ajukan lagi malah gabisa,3,2026-06-07 17:08:09,Negatif,tidak pernah lambat bayar aju malah tidak,2,Penolakan Pengajuan & Batas Limit
AdaKami,gausah dowload yang mau download bunganya ga ngotakkk bikin trauma!!!,1,2026-04-21 14:07:03,Negatif,tidak usah dowload unduh bunga tidak ngotakkk bikin trauma,1,Keamanan Data & Permasalahan Akun
AdaKami,GAUSAH NELPONIN MULU MIN GA ADA SANGKUT PAUT PINJAMAN,5,2026-04-11 4:21:01,Negatif,tidak usah telpon mulu tidak sangkut paut pinjam,1,Keamanan Data & Permasalahan Akun
AdaKami,"gelo masa bunganya ngga ngotak banget, misal pinjam 400rb masa total yang harus di bayar 638rb, ngga lagi lagi saya pinjam di sini. TIDAK REKOMEND",2,2026-06-01 11:27:20,Negatif,gila masa bunga tidak ngotak misal pinjam ribu masa total bayar ribu tidak pinjam sini tidak rekomend,2,Penolakan Pengajuan & Batas Limit
AdaKami,"GERCEP BALES WOY EMAIL, MAU GANTI NOMOR TELFON GABISA",1,2026-03-31 10:35:38,Negatif,gerak cepat balas oi email ganti nomor telfon tidak,1,Keamanan Data & Permasalahan Akun
AdaKami,"GILA Banget Bunganya. sama Halnya seprti Rentenir. Pinjam 1 Juta dgn tenor 2 bulan, dan harus dibayar lunas total 1.5 Juta. bunga Mencekik, embel² biaya lainnya yang amat sangat besar.",1,2026-05-09 5:08:47,Negatif,gila bunga sama rentenir pinjam juta jangka waktu bulan bayar lunas total juta bunga cekik embel biaya besar,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"gila ya aplikasi ini tu penipuan , saya udah pelunasan di atm tapi masih ada riwayat tagihan, trus cht cs nya juga gak ada jawaban gak bisa bantu padahal saya udah ikuti intruksi yang ada diaplikasi loh, uangnya juga gatau tu kemana kalau masih ada riwayat penagihan. buat kalian semua JANGAN PERNAH SEKALI KALI COBA PAKAI APLIKASI INI GILA BGT APLIKASI SAMA SISTEMNYA MEMBOHONGI❗️❗️❗️❗️",1,2026-02-07 3:15:49,Negatif,gila tipu lunas atm riwayat tagih cht customer service tidak jawab tidak bantu padahal ikut intruksi uang tak tau mana riwayat tagih kalian semua jangan pernah sekali kali coba gila sama sistem bohong,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,Gilaa bunganya 100% Jangan dehh,1,2026-04-25 8:28:28,Negatif,gila bunga jangan,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,gilaa mekarnyaaa selisih 6 hari pelunasan bisa mekar 125k,1,2026-05-23 3:37:23,Negatif,gila mekarnyaaa selisih hari lunas mekar k,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"Gilaaaa aku gak pernah di Logout dari handphone,, pas pengen bukaa sama masuk Malaah gak bisaa,Sedangkan kita juga harus bayar uang setoran ke kemereka,, kenapa Malaah akun saya tidak bisa di buka?? Saya tunggu sampai jam 12malem ini jikaa akun sayaa belum bisa kebukaa sayaa gak akan pernah membayar cicilan itu dan seterusnya a AA Makaasiih🙏Dan saya sudah mencoba cari cara kepada customer service mereka tapi tidak dapat menjelaskan permasalahannya dengan detail ke kamu..",1,2026-03-08 11:51:54,Negatif,gila tidak pernah logout handphone bukaa sama masuk malaah tidak sedang bayar uang setor malaah akun tidak buka tunggu jam malam jikaa akun belum kebukaa tidak pernah bayar cicil a kakak makaasiih coba cari cara customer service tidak jelas masalah detail kamu,1,Keamanan Data & Permasalahan Akun
AdaKami,giliran butuh ga bisa pinjam lagi🥹,2,2026-04-27 1:03:33,Negatif,gilir butuh tidak pinjam,2,Penolakan Pengajuan & Batas Limit
AdaKami,"GIMANA CARA BATALINNYAA, MALES ANJIR GAJADI PINJEM GAADA TULISAN BATALKAN KURANG JELAS NI APK",1,2026-06-07 4:23:44,Negatif,bagaimana cara batalinnyaa malas anjir tidak pinjam tidak tulis batal kurang jelas,2,Penolakan Pengajuan & Batas Limit
AdaKami,gk bisa minjam padahal data udh agree semua,1,2026-04-13 8:13:11,Negatif,tidak pinjam padahal data agree semua,2,Penolakan Pengajuan & Batas Limit
AdaKami,gk guna apka nya tinggal verivikasi ktp ajah limit apa nya yg limid,2,2026-06-07 10:27:53,Negatif,tidak apka tinggal verivikasi kartu tanda duduk batas pinjam apa limid,1,Keamanan Data & Permasalahan Akun
AdaKami,"gk jls anjir gua minjem 2jt pas di proses cmn cair 1,5jt dh gua ga jls angsurannya🥲",1,2026-04-15 8:52:45,Negatif,tidak jelas anjir pinjam juta proses cair juta tidak jelas angsur,2,Penolakan Pengajuan & Batas Limit
AdaKami,good banget Terima Kasih Adakami pokonya sangat membantu🥰🥰🥰,5,2026-06-03 3:42:38,Positif,good terima pokok bantu,0,Kecepatan Pencairan & Kemudahan
AdaKami,"good banget, sangat membantu finansial,",5,2026-05-25 17:56:04,Positif,good bantu finansial,0,Kecepatan Pencairan & Kemudahan
AdaKami,good job buat yg butuh dadakan,5,2026-05-24 3:16:16,Positif,good job butuh dada,0,Kecepatan Pencairan & Kemudahan
AdaKami,"good, dalam kondisi saat dibutuhkan hadir jadi solusi",5,2026-04-07 9:49:32,Positif,good kondisi butuh hadir solusi,0,Kecepatan Pencairan & Kemudahan
AdaKami,"Good, namun knpa pengajuan saya di tolak",5,2026-04-06 4:03:09,Negatif,good aju tolak,2,Penolakan Pengajuan & Batas Limit
AdaKami,"good, proses pengajuan satset🤍gak menye menye kaya aplikasi sebelah",5,2026-03-31 10:38:52,Positif,good proses aju satset gak menye menye belah,0,Kecepatan Pencairan & Kemudahan
AdaKami,Goods.sangat simpel gampang setelah sekian lama gagal terus akhirnya Bisa juga thanks Adakami Good is the Best .thank you,5,2026-03-31 9:01:34,Positif,goods simpel gampang sekian lama gagal akhir terima good is the best terima kamu,0,Kecepatan Pencairan & Kemudahan
AdaKami,"Gopay easycash adapundi sukses disini doang kaga padahal mau nambahin kekurangannya doang buang"" waktu dan kuota",1,2026-06-03 16:24:21,Negatif,gopay adapundi sukses sini doang tidak padahal tambah kurang doang buang waktu kuota,2,Penolakan Pengajuan & Batas Limit
AdaKami,"gua mau bayar kaga bisa bisa, sengaja kek nya biar bunga nya meningkat terus 😡😡😡",1,2026-05-27 4:14:48,Negatif,bayar tidak sengaja biar bunga tingkat,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"Gue baru coba aplikasi adakami ini buat iseng-iseng pas lagi butuh dana tambahan. Proses pinjamannya cepet juga, ga ribet, kagak pake antri-antri gitu. Pas banget buat yang butuh duit darurat tapi males kena ribet! Ngerasa banget kayak punya temen yang ngeerti situasi lo. 👍",5,2026-06-05 14:58:32,Positif,baru coba iseng iseng butuh dana tambah proses pinjam cepat tidak ribet tidak antre antre butuh duit darurat malas kena ribet rasa punya teman ngeerti situasi kamu,0,Kecepatan Pencairan & Kemudahan
AdaKami,"gue kemaren ngajuin pinjaman 1 juta tapi knp harus bayar 1,5 juta bungaNya 30 ribuann masih wajar segitu dengan tenor 6 bulan??? biaya layanan ajh hmpir 500 ribu gila bangett sihh kurang worth it sihh klu buat minjem lagiiii di Adakamiiii",1,2026-04-20 5:54:45,Negatif,kemarin aju pinjam juta bayar juta bunga ribuann wajar jangka waktu bulan biaya layan hampir ribu gila kurang worth it pinjam adakamiiii,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"Gue kira bakal zonk, eh ternyata engga dong 😭 cairnya cepet, limitnya juga lumayan. Not bad sih!",5,2026-04-29 6:49:12,Positif,kira apes eh nyata tidak cair cepat limit lumayan not bad,0,Kecepatan Pencairan & Kemudahan
AdaKami,"Gue pakai adakami buat kebutuhan mendesak, khususnya buat yang suka mepet waktu kayak gue. Prosesnya cepet banget, dan nggak ribet! Cocok sih buat kondisi darurat, tinggal isi data dikit udah kelar. Apalagi buat dana tambahan sehari-hari, ini bisa banget diandalkan. Kayak punya temen yang siap bantu! ✨",5,2026-06-02 23:58:09,Positif,butuh desak khusus suka mepet waktu proses cepat enggak ribet cocok kondisi darurat tinggal isi data sedikit selesai dana tambah hari hari andal punya teman siap bantu,0,Kecepatan Pencairan & Kemudahan
AdaKami,"Gue sering pake adakami buat keperluan mendadak, prosesnya gampang dan cepet banget. Nggak ribet kaya aplikasi lain, cukup upload data sekali langsung bisa pake. Oh iya, bunganya juga lumayan terjangkau kok, jadi nggak bikin pusing pas bayar. Cocok banget buat kebutuhan mendesak! 👍",5,2026-06-07 20:21:34,Positif,sering perlu dadak proses gampang cepat enggak ribet cukup unggah data sekali langsung iya bunga lumayan jangkau enggak bikin pusing bayar cocok butuh desak,0,Kecepatan Pencairan & Kemudahan
AdaKami,"Gue udah coba adakami buat pinjam uang pas lagi butuh dana mendadak, dan prosesnya cepet banget! Gak ribet kayak pinjol lain yang pernah gue coba. Ada fitur yang bikin semuanya gampang, plus bunganya juga masih reasonable kok. Top banget buat kebutuhan darurat. 💸",5,2026-06-05 15:40:19,Positif,coba pinjam uang butuh dana dadak proses cepat tidak ribet pinjam online pernah coba fitur bikin semua gampang plus bunga reasonable top butuh darurat,0,Kecepatan Pencairan & Kemudahan
AdaKami,"Guwah kasi bintang 5 tadinya mau bintang 2 siapa tau jadi top tier komen. Satu Kata ajah "".. GOKIL! GILING ALIAS GILA.."" pertama Tama jangan coba minjem kalo cuma GABUT atau buat beli barang. Pinjem 4,6 sekian tenor 6 Mesti balik 7 juta sekian artinya selisih 2,5 juta wouuw.. Lindar lingkungan gw aja dari 5 jt ambil bunga paling gede 800 atau 1 juta. Masih mending espinjem atau eisikesh. Moga cepet lunas. Mudah mudahan kita semua banyak rezeki ga perlu ngutang saat kepepet.",5,2026-04-20 11:46:15,Negatif,guwah tadi siapa tau top tier komen satu gila giling alias gila pertama tama jangan coba pinjam kurang kerja beli barang pinjam sekian jangka waktu mesti balik juta sekian arti selisih juta wouuw lindar lingkung juta ambil bunga paling gede juta mending espinjem eisikesh moga cepat lunas mudah mudah semua banyak rezeki tidak perlu utang pepet,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"gw cuma lihat-lihat aplikasi, login doang trs minta penghapusan data (gak minjam duit samsek) eh lewat beberapa hari ditelpon spam gak jelas sama banyak nomor",1,2026-04-09 3:16:57,Negatif,lihat lihat login doang minta hapus data tidak pinjam duit sama sekali eh lewat beberapa hari telepon spam tidak jelas sama banyak nomor,1,Keamanan Data & Permasalahan Akun
AdaKami,"gw punya cicilan 6x, cicilan 1 s/d 4 pembayaran bagus , pas cicilan ke 5 cuma telat 2 hari gilaa penagihannya kek utang puluhan juta , cicilan 500rb nagihnya ampe parah banget , ancamannya segala macem , tenang bos 1 x lg gw lunas , gw apus aplikasi lo , gak bakal gw minjem2 lagi , udah gw ss chat dari penagih , buat laporan ke OJK . INI REVIEW JUJUR YAA GESS , KALIAN JANGAN DOWNLOAD APLIKASI INI .",1,2026-02-05 7:22:57,Negatif,punya cicil x cicil si bayar bagus cicil lambat hari gila tagih utang puluh juta cicil ribu nagihnya parah ancam segala macam tenang bos x lunas hapus kamu tidak pinjam screenshoot chat tagih lapor otoritas jasa uang jujur gess kalian jangan unduh,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"habis bayar cicilan pertama niay hati buat naik limit bisa pinjam lagi, ternyata hanya ilusi dan ya di tolak, padahal masih ada sisa cicilan, fix gausah bayar, ngapain di bayar gak di kasih pinjem lagi, mampus",1,2026-06-01 13:38:54,Negatif,habis bayar cicil pertama niay hati naik batas pinjam pinjam nyata ilusi tolak padahal sisa cicil fix tidak usah bayar apa bayar tidak pinjam mampus,2,Penolakan Pengajuan & Batas Limit
AdaKami,"habis di lunasin, naik limit tapi pinjaman di tolak, klo ga percaya ga usah minjemin duit",1,2026-04-21 19:03:02,Negatif,habis lunasin naik batas pinjam pinjam tolak tidak percaya tidak usah minjemin duit,2,Penolakan Pengajuan & Batas Limit
AdaKami,"habis lebaran kepepet,coba di adakami gercep langsung cair prosesnya gk smpai 5 menit,udh 1x pembayaran gk ribet,notifikasi pembayaran cepet gk nunggu berjam"" langsung notif pembiayaan diterima,gk ada teror Telepon lgi hoax,klo kalian nasabah bertanggung jawab rekomendasi adakami Bunga rendah tenor panjang lagi,yg paling gua suka tidak ada biaya tersembunyi(biaya admin)yah semoga di pertahankan tentang tidak adanya biaya admin+biaya tersembunyi,Akhirnya nemu solusi untuk biaya darurat",5,2026-04-15 21:57:16,Positif,habis lebaran pepet coba gerak cepat langsung cair proses tidak menit x bayar tidak ribet notifikasi bayar cepat tidak tunggu jam langsung notifikasi biaya terima tidak teror telepon hoaks kalian nasabah tanggung jawab rekomendasi bunga rendah jangka waktu panjang paling suka tidak biaya sembunyi biaya administrasi moga tahan tidak biaya administrasi biaya sembunyi akhir temu solusi biaya darurat,0,Kecepatan Pencairan & Kemudahan
AdaKami,hadehh banyak dapet spam telpon,1,2026-04-15 12:03:04,Negatif,aduh banyak spam telepon,1,Keamanan Data & Permasalahan Akun
AdaKami,"Hadeuhh hbis minta data2 dan lain2 malah di suruh pinjeum ke aplikasi lain 😔😮‍💨 ,tolong data2 sya jgn di salah gunakan min 🙏 saya percaya",3,2026-03-09 17:41:21,Negatif,aduh habis minta data malah suruh pinjeum data jangan salah percaya,1,Keamanan Data & Permasalahan Akun
AdaKami,"Hai adakami, karena pinjaman saya sdah lunas, dan pengajuan sya ditolak terus, jd sya mohon izin mau uninstal apk adakami hari ini tgl 3-3-2026 jam 15.34.tolong bntu hapus data2 sya ya dan jngan disalahgunakan. terimaksih",5,2026-03-03 8:34:57,Negatif,hai pinjam lunas aju tolak mohon izin uninstal hari tanggal jam bantu hapus data jangan salah terima,1,Keamanan Data & Permasalahan Akun
AdaKami,hallo ada kami aplikasi nya eror ga bisa buat bayar nih.. tolong di cek,4,2026-03-25 10:47:29,Negatif,halo eror tidak bayar cek,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"hallo kak, aku baru aja melakukan pengkinian data eh katanya slip gaji nggak asli ,,kadang kadang ya kalian ini",1,2026-04-26 18:41:03,Negatif,halo baru laku kini data eh slip gaji enggak asli kadang kadang kalian,1,Keamanan Data & Permasalahan Akun
AdaKami,"halo adakami saya tidak pernah telat bayar tapi kenapa pinjaman saya di tolak pinjaman pertama dan kedua di ACC tapi kenapa pinjaman ketiga sampai ke enam saya selalu ditolak padahal saya tidak pernah telat bayar,,saya tidak pakai apk ini lgi tolong jaga data saya",1,2026-04-21 11:25:59,Negatif,halo tidak pernah lambat bayar pinjam tolak pinjam pertama tuju pinjam tiga enam selalu tolak padahal tidak pernah lambat bayar tidak jaga data,2,Penolakan Pengajuan & Batas Limit
AdaKami,"halo kak, kenapa saya setiap pinjam ulang yang ke 3 selalu gagal? padahal pinjaman saya yang pertama dan kedua pembayaran lancar. tolong solusinya",3,2026-04-19 20:36:09,Negatif,halo tiap pinjam ulang selalu gagal padahal pinjam pertama bayar lancar solusi,2,Penolakan Pengajuan & Batas Limit
AdaKami,"hampir setiap. hari dapat telpon anda dapat ajukan pinjaman , limit besar, hadehhh apk lol, ajukan di tolak",1,2026-02-07 3:57:43,Negatif,hampir tiap hari telepon aju pinjam batas pinjam besar hadehhh wkwk aju tolak,2,Penolakan Pengajuan & Batas Limit
AdaKami,"hanya butuh waktu skitar 30 menit dana sudah cair. limit paling besar 850.000. naikkan lagi limitnya karena mau pinjam dalam jumlah besar, bintang 4 ya min karena kesempurnaan hanya milik yang diatas. semoga berjalan dgn baik. Amin",4,2026-01-07 9:14:52,Positif,butuh waktu menit dana cair batas pinjam paling besar naik limit pinjam jumlah besar sempurna milik atas moga jalan baik amin,0,Kecepatan Pencairan & Kemudahan
AdaKami,hanya mengingatkan ini aplikasi jahanam bunga tidak manusiawi dan tukang teror,1,2026-04-25 18:18:50,Negatif,ingat jahanam bunga tidak manusiawi tukang teror,1,Keamanan Data & Permasalahan Akun
AdaKami,"hapus smua data pribadi saya yg terdaftar di ada kami, 2 kali mengajukan 2 kali langsung di tolak. pada bru pertama kali mau coba pinjam di pinjol, klau smua pinjol online yg berisikan ojk atau yg lain buat ap setelah pendaftaran selalu di tolak lebih baik jgn ad pinjol dan bekerja sama dgn ojk. hapus data² saya smua",1,2026-05-13 8:45:02,Negatif,hapus semua data pribadi daftar kali aju kali langsung tolak baru pertama kali coba pinjam pinjam online semua pinjam online online risi otoritas jasa uang apa daftar selalu tolak lebih baik jangan pinjam online kerja sama otoritas jasa uang hapus data semua,2,Penolakan Pengajuan & Batas Limit
AdaKami,"Hapus,setelah liat berita nya parah cara penagihan nya,mending pinjam ke BRI/ MANDIRI bunga jelas,bunga nya gila",2,2026-06-04 9:28:50,Negatif,hapus lihat berita parah cara tagih mending pinjam bank rakyat indonesia mandiri bunga jelas bunga gila,3,"Penagihan, Bunga & Cicilan Bulanan"
AdaKami,"Harap jangan install aplikasi ini, informasi untuk kalian bahwa saya habis kehilangan data pribadi, akun, dll, setelah melakukan registrasi data diri untuk pengajuan limit, awal mula karna menginstall aplikasi ini lalu ada nomor2 tidak dikenal melakukan spam telpon, itu modus awal ya dri sini kita sudah bisa nilai seluruh data kita sudah diperjual belikan, seluruh staff yg ada disini semua hacker + scammer hati"" ya guys! bukan untuk menjatuhkan tapi sesuai pengalaman 😁",1,2026-03-24 12:55:35,Negatif,harap jangan install informasi kalian habis hilang data pribadi akun laku registrasi data diri aju batas pinjam awal mula menginstall nomor tidak kenal laku spam telepon modus awal sini nilai seluruh data jual belikan seluruh staf sini semua hacker scammer hati guys bukan jatuh sesuai alam,1,Keamanan Data & Permasalahan Akun
AdaKami,"hari ini 23 april 2026, pengajuan pinjaman pertama saya ditolak. semua sudah saya screenshot buat bukti saya tidak ada pinjaman di AdaKami. terimakasih, tolong jaga data pribadi saya atau hapus, dan jangan disalahgunaka. 23 april 2026, 13.42wib saya batalkan pinjaman di AdaKami.",2,2026-04-23 6:42:35,Negatif,hari april aju pinjam pertama tolak semua screenshot bukti tidak pinjam terima jaga data pribadi hapus jangan disalahgunaka april waktu indonesia barat batal pinjam,1,Keamanan Data & Permasalahan Akun
AdaKami,"Hari ini saya delete/hapus apk ini, sdh 2x mencoba melakukan pinjaman yg hanya sebesar 300rb dgn tenor 6 bln tp ttp tdk disetujui. Tdk ada menu utk menghapus akun, jd kpd AdaKami jangan mencoba² utk menyalahgunakan data pribadi yg sdh saya berikan yg pasti tersimpan di data base kalian !!! Terhitung hari ini saya sdh tdk ada hubungan sama sekali dgn AdaKami.",1,2026-06-04 20:02:51,Negatif,hari delete hapus x coba laku pinjam besar ribu jangka waktu bulan tetap tidak tuju tidak menu hapus akun jangan coba menyalahgunakan data pribadi ikan simpan data base kalian hitung hari tidak hubung sama sekali,1,Keamanan Data & Permasalahan Akun
